case_index,sha256,sha8,arch,decision,source_of_verdict,firmware_dir,binary_name,binary_path,file_type,heartbeat_string_count,heartbeat_string_sample,evidence,case_study_root,binary_path_abs
141,6cb84b28480ea201a84b745b0b060ac7b772329f0130ce284b8b932e402fa508,6cb84b28,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--4_3.0_CN_1_0_8_UP_170112,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--4_3.0_CN_1_0_8_UP_170112/_IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--4_3.0_CN_1_0_8_UP_170112.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, BuildID[sha1]=71cd60cb2b68f1ac4e1c243ed7dabc902ee4643a, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Edge_3 (tls1_process_heartbeat): Full TLS heartbeat processing implementation present. Reads 2-byte big-endian payload length from wire (`v6 = v4[2] | (v4[1] << 8)`), allocates response buffer of size payload+19 via CRYPTO_malloc, sets response type byte to 2 (heartbeat_response), copies payload with `memcpy(v8+3, v4+3, v6)` using wire-provided length without validating against actual record length (Heartbleed over-read), fills padding via RAND_pseudo_bytes, and sends via ssl3_write_bytes. Also handles heartbeat response messages (type==2). Edge_1 (dtls1_process_heartbeat) shows identical DTLS variant. Edge_2 (ssl3_read_bytes gate) confirms dispatch: switch case 24 (TLS1_RT_HEARTBEAT=0x18) calls tls1_process_heartbeat(a1) directly in the SSL3 read path, proving the feature is wired end-to-end.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--4_3.0_CN_1_0_8_UP_170112/_IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--4_3.0_CN_1_0_8_UP_170112.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
142,6cb84b28480ea201a84b745b0b060ac7b772329f0130ce284b8b932e402fa508,6cb84b28,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--4_3.1,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--4_3.1/_IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--4_3.1.BIN.extracted/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, BuildID[sha1]=71cd60cb2b68f1ac4e1c243ed7dabc902ee4643a, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Edge_3 (tls1_process_heartbeat): Full TLS heartbeat processing implementation present. Reads 2-byte big-endian payload length from wire (`v6 = v4[2] | (v4[1] << 8)`), allocates response buffer of size payload+19 via CRYPTO_malloc, sets response type byte to 2 (heartbeat_response), copies payload with `memcpy(v8+3, v4+3, v6)` using wire-provided length without validating against actual record length (Heartbleed over-read), fills padding via RAND_pseudo_bytes, and sends via ssl3_write_bytes. Also handles heartbeat response messages (type==2). Edge_1 (dtls1_process_heartbeat) shows identical DTLS variant. Edge_2 (ssl3_read_bytes gate) confirms dispatch: switch case 24 (TLS1_RT_HEARTBEAT=0x18) calls tls1_process_heartbeat(a1) directly in the SSL3 read path, proving the feature is wired end-to-end.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--4_3.1/_IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--4_3.1.BIN.extracted/libssl.so.1.0.0
143,6cb84b28480ea201a84b745b0b060ac7b772329f0130ce284b8b932e402fa508,6cb84b28,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--4_3.1,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--4_3.1/_IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--4_3.1.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, BuildID[sha1]=71cd60cb2b68f1ac4e1c243ed7dabc902ee4643a, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Edge_3 (tls1_process_heartbeat): Full TLS heartbeat processing implementation present. Reads 2-byte big-endian payload length from wire (`v6 = v4[2] | (v4[1] << 8)`), allocates response buffer of size payload+19 via CRYPTO_malloc, sets response type byte to 2 (heartbeat_response), copies payload with `memcpy(v8+3, v4+3, v6)` using wire-provided length without validating against actual record length (Heartbleed over-read), fills padding via RAND_pseudo_bytes, and sends via ssl3_write_bytes. Also handles heartbeat response messages (type==2). Edge_1 (dtls1_process_heartbeat) shows identical DTLS variant. Edge_2 (ssl3_read_bytes gate) confirms dispatch: switch case 24 (TLS1_RT_HEARTBEAT=0x18) calls tls1_process_heartbeat(a1) directly in the SSL3 read path, proving the feature is wired end-to-end.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--4_3.1/_IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--4_3.1.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
144,6cb84b28480ea201a84b745b0b060ac7b772329f0130ce284b8b932e402fa508,6cb84b28,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--6_3.0_CN_1_0_8_UP_170112,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--6_3.0_CN_1_0_8_UP_170112/_IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--6_3.0_CN_1_0_8_UP_170112.BIN.extracted/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, BuildID[sha1]=71cd60cb2b68f1ac4e1c243ed7dabc902ee4643a, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Edge_3 (tls1_process_heartbeat): Full TLS heartbeat processing implementation present. Reads 2-byte big-endian payload length from wire (`v6 = v4[2] | (v4[1] << 8)`), allocates response buffer of size payload+19 via CRYPTO_malloc, sets response type byte to 2 (heartbeat_response), copies payload with `memcpy(v8+3, v4+3, v6)` using wire-provided length without validating against actual record length (Heartbleed over-read), fills padding via RAND_pseudo_bytes, and sends via ssl3_write_bytes. Also handles heartbeat response messages (type==2). Edge_1 (dtls1_process_heartbeat) shows identical DTLS variant. Edge_2 (ssl3_read_bytes gate) confirms dispatch: switch case 24 (TLS1_RT_HEARTBEAT=0x18) calls tls1_process_heartbeat(a1) directly in the SSL3 read path, proving the feature is wired end-to-end.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--6_3.0_CN_1_0_8_UP_170112/_IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--6_3.0_CN_1_0_8_UP_170112.BIN.extracted/libssl.so.1.0.0
145,6cb84b28480ea201a84b745b0b060ac7b772329f0130ce284b8b932e402fa508,6cb84b28,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--6_3.0_CN_1_0_8_UP_170112,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--6_3.0_CN_1_0_8_UP_170112/_IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--6_3.0_CN_1_0_8_UP_170112.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, BuildID[sha1]=71cd60cb2b68f1ac4e1c243ed7dabc902ee4643a, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Edge_3 (tls1_process_heartbeat): Full TLS heartbeat processing implementation present. Reads 2-byte big-endian payload length from wire (`v6 = v4[2] | (v4[1] << 8)`), allocates response buffer of size payload+19 via CRYPTO_malloc, sets response type byte to 2 (heartbeat_response), copies payload with `memcpy(v8+3, v4+3, v6)` using wire-provided length without validating against actual record length (Heartbleed over-read), fills padding via RAND_pseudo_bytes, and sends via ssl3_write_bytes. Also handles heartbeat response messages (type==2). Edge_1 (dtls1_process_heartbeat) shows identical DTLS variant. Edge_2 (ssl3_read_bytes gate) confirms dispatch: switch case 24 (TLS1_RT_HEARTBEAT=0x18) calls tls1_process_heartbeat(a1) directly in the SSL3 read path, proving the feature is wired end-to-end.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--6_3.0_CN_1_0_8_UP_170112/_IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--6_3.0_CN_1_0_8_UP_170112.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
146,6cb84b28480ea201a84b745b0b060ac7b772329f0130ce284b8b932e402fa508,6cb84b28,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--6_3.1,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--6_3.1/_IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--6_3.1.BIN.extracted/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, BuildID[sha1]=71cd60cb2b68f1ac4e1c243ed7dabc902ee4643a, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Edge_3 (tls1_process_heartbeat): Full TLS heartbeat processing implementation present. Reads 2-byte big-endian payload length from wire (`v6 = v4[2] | (v4[1] << 8)`), allocates response buffer of size payload+19 via CRYPTO_malloc, sets response type byte to 2 (heartbeat_response), copies payload with `memcpy(v8+3, v4+3, v6)` using wire-provided length without validating against actual record length (Heartbleed over-read), fills padding via RAND_pseudo_bytes, and sends via ssl3_write_bytes. Also handles heartbeat response messages (type==2). Edge_1 (dtls1_process_heartbeat) shows identical DTLS variant. Edge_2 (ssl3_read_bytes gate) confirms dispatch: switch case 24 (TLS1_RT_HEARTBEAT=0x18) calls tls1_process_heartbeat(a1) directly in the SSL3 read path, proving the feature is wired end-to-end.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--6_3.1/_IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--6_3.1.BIN.extracted/libssl.so.1.0.0
147,6cb84b28480ea201a84b745b0b060ac7b772329f0130ce284b8b932e402fa508,6cb84b28,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--6_3.1,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--6_3.1/_IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--6_3.1.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, BuildID[sha1]=71cd60cb2b68f1ac4e1c243ed7dabc902ee4643a, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Edge_3 (tls1_process_heartbeat): Full TLS heartbeat processing implementation present. Reads 2-byte big-endian payload length from wire (`v6 = v4[2] | (v4[1] << 8)`), allocates response buffer of size payload+19 via CRYPTO_malloc, sets response type byte to 2 (heartbeat_response), copies payload with `memcpy(v8+3, v4+3, v6)` using wire-provided length without validating against actual record length (Heartbleed over-read), fills padding via RAND_pseudo_bytes, and sends via ssl3_write_bytes. Also handles heartbeat response messages (type==2). Edge_1 (dtls1_process_heartbeat) shows identical DTLS variant. Edge_2 (ssl3_read_bytes gate) confirms dispatch: switch case 24 (TLS1_RT_HEARTBEAT=0x18) calls tls1_process_heartbeat(a1) directly in the SSL3 read path, proving the feature is wired end-to-end.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--6_3.1/_IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--6_3.1.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
148,6cb84b28480ea201a84b745b0b060ac7b772329f0130ce284b8b932e402fa508,6cb84b28,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--8_3.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--8_3.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--8_3.0.BIN.extracted/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, BuildID[sha1]=71cd60cb2b68f1ac4e1c243ed7dabc902ee4643a, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Edge_3 (tls1_process_heartbeat): Full TLS heartbeat processing implementation present. Reads 2-byte big-endian payload length from wire (`v6 = v4[2] | (v4[1] << 8)`), allocates response buffer of size payload+19 via CRYPTO_malloc, sets response type byte to 2 (heartbeat_response), copies payload with `memcpy(v8+3, v4+3, v6)` using wire-provided length without validating against actual record length (Heartbleed over-read), fills padding via RAND_pseudo_bytes, and sends via ssl3_write_bytes. Also handles heartbeat response messages (type==2). Edge_1 (dtls1_process_heartbeat) shows identical DTLS variant. Edge_2 (ssl3_read_bytes gate) confirms dispatch: switch case 24 (TLS1_RT_HEARTBEAT=0x18) calls tls1_process_heartbeat(a1) directly in the SSL3 read path, proving the feature is wired end-to-end.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--8_3.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--8_3.0.BIN.extracted/libssl.so.1.0.0
149,6cb84b28480ea201a84b745b0b060ac7b772329f0130ce284b8b932e402fa508,6cb84b28,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--8_3.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--8_3.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--8_3.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, BuildID[sha1]=71cd60cb2b68f1ac4e1c243ed7dabc902ee4643a, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Edge_3 (tls1_process_heartbeat): Full TLS heartbeat processing implementation present. Reads 2-byte big-endian payload length from wire (`v6 = v4[2] | (v4[1] << 8)`), allocates response buffer of size payload+19 via CRYPTO_malloc, sets response type byte to 2 (heartbeat_response), copies payload with `memcpy(v8+3, v4+3, v6)` using wire-provided length without validating against actual record length (Heartbleed over-read), fills padding via RAND_pseudo_bytes, and sends via ssl3_write_bytes. Also handles heartbeat response messages (type==2). Edge_1 (dtls1_process_heartbeat) shows identical DTLS variant. Edge_2 (ssl3_read_bytes gate) confirms dispatch: switch case 24 (TLS1_RT_HEARTBEAT=0x18) calls tls1_process_heartbeat(a1) directly in the SSL3 read path, proving the feature is wired end-to-end.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--8_3.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC423-P--8_3.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
150,6cb84b28480ea201a84b745b0b060ac7b772329f0130ce284b8b932e402fa508,6cb84b28,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC523-P--12_3.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC523-P--12_3.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC523-P--12_3.0.BIN.extracted/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, BuildID[sha1]=71cd60cb2b68f1ac4e1c243ed7dabc902ee4643a, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Edge_3 (tls1_process_heartbeat): Full TLS heartbeat processing implementation present. Reads 2-byte big-endian payload length from wire (`v6 = v4[2] | (v4[1] << 8)`), allocates response buffer of size payload+19 via CRYPTO_malloc, sets response type byte to 2 (heartbeat_response), copies payload with `memcpy(v8+3, v4+3, v6)` using wire-provided length without validating against actual record length (Heartbleed over-read), fills padding via RAND_pseudo_bytes, and sends via ssl3_write_bytes. Also handles heartbeat response messages (type==2). Edge_1 (dtls1_process_heartbeat) shows identical DTLS variant. Edge_2 (ssl3_read_bytes gate) confirms dispatch: switch case 24 (TLS1_RT_HEARTBEAT=0x18) calls tls1_process_heartbeat(a1) directly in the SSL3 read path, proving the feature is wired end-to-end.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC523-P--12_3.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC523-P--12_3.0.BIN.extracted/libssl.so.1.0.0
151,6cb84b28480ea201a84b745b0b060ac7b772329f0130ce284b8b932e402fa508,6cb84b28,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC523-P--12_3.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC523-P--12_3.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC523-P--12_3.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, BuildID[sha1]=71cd60cb2b68f1ac4e1c243ed7dabc902ee4643a, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Edge_3 (tls1_process_heartbeat): Full TLS heartbeat processing implementation present. Reads 2-byte big-endian payload length from wire (`v6 = v4[2] | (v4[1] << 8)`), allocates response buffer of size payload+19 via CRYPTO_malloc, sets response type byte to 2 (heartbeat_response), copies payload with `memcpy(v8+3, v4+3, v6)` using wire-provided length without validating against actual record length (Heartbleed over-read), fills padding via RAND_pseudo_bytes, and sends via ssl3_write_bytes. Also handles heartbeat response messages (type==2). Edge_1 (dtls1_process_heartbeat) shows identical DTLS variant. Edge_2 (ssl3_read_bytes gate) confirms dispatch: switch case 24 (TLS1_RT_HEARTBEAT=0x18) calls tls1_process_heartbeat(a1) directly in the SSL3 read path, proving the feature is wired end-to-end.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC523-P--12_3.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC523-P--12_3.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
152,6cb84b28480ea201a84b745b0b060ac7b772329f0130ce284b8b932e402fa508,6cb84b28,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC523-P--4_3.0_CN_1_0_8_UP_170112,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC523-P--4_3.0_CN_1_0_8_UP_170112/_IPcamera-tp-link_zh-1.0.1e__TL-IPC523-P--4_3.0_CN_1_0_8_UP_170112.BIN.extracted/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, BuildID[sha1]=71cd60cb2b68f1ac4e1c243ed7dabc902ee4643a, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Edge_3 (tls1_process_heartbeat): Full TLS heartbeat processing implementation present. Reads 2-byte big-endian payload length from wire (`v6 = v4[2] | (v4[1] << 8)`), allocates response buffer of size payload+19 via CRYPTO_malloc, sets response type byte to 2 (heartbeat_response), copies payload with `memcpy(v8+3, v4+3, v6)` using wire-provided length without validating against actual record length (Heartbleed over-read), fills padding via RAND_pseudo_bytes, and sends via ssl3_write_bytes. Also handles heartbeat response messages (type==2). Edge_1 (dtls1_process_heartbeat) shows identical DTLS variant. Edge_2 (ssl3_read_bytes gate) confirms dispatch: switch case 24 (TLS1_RT_HEARTBEAT=0x18) calls tls1_process_heartbeat(a1) directly in the SSL3 read path, proving the feature is wired end-to-end.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC523-P--4_3.0_CN_1_0_8_UP_170112/_IPcamera-tp-link_zh-1.0.1e__TL-IPC523-P--4_3.0_CN_1_0_8_UP_170112.BIN.extracted/libssl.so.1.0.0
153,6cb84b28480ea201a84b745b0b060ac7b772329f0130ce284b8b932e402fa508,6cb84b28,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC523-P--4_3.0_CN_1_0_8_UP_170112,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC523-P--4_3.0_CN_1_0_8_UP_170112/_IPcamera-tp-link_zh-1.0.1e__TL-IPC523-P--4_3.0_CN_1_0_8_UP_170112.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, BuildID[sha1]=71cd60cb2b68f1ac4e1c243ed7dabc902ee4643a, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Edge_3 (tls1_process_heartbeat): Full TLS heartbeat processing implementation present. Reads 2-byte big-endian payload length from wire (`v6 = v4[2] | (v4[1] << 8)`), allocates response buffer of size payload+19 via CRYPTO_malloc, sets response type byte to 2 (heartbeat_response), copies payload with `memcpy(v8+3, v4+3, v6)` using wire-provided length without validating against actual record length (Heartbleed over-read), fills padding via RAND_pseudo_bytes, and sends via ssl3_write_bytes. Also handles heartbeat response messages (type==2). Edge_1 (dtls1_process_heartbeat) shows identical DTLS variant. Edge_2 (ssl3_read_bytes gate) confirms dispatch: switch case 24 (TLS1_RT_HEARTBEAT=0x18) calls tls1_process_heartbeat(a1) directly in the SSL3 read path, proving the feature is wired end-to-end.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC523-P--4_3.0_CN_1_0_8_UP_170112/_IPcamera-tp-link_zh-1.0.1e__TL-IPC523-P--4_3.0_CN_1_0_8_UP_170112.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
154,6cb84b28480ea201a84b745b0b060ac7b772329f0130ce284b8b932e402fa508,6cb84b28,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC523-P--4_3.1,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC523-P--4_3.1/_IPcamera-tp-link_zh-1.0.1e__TL-IPC523-P--4_3.1.BIN.extracted/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, BuildID[sha1]=71cd60cb2b68f1ac4e1c243ed7dabc902ee4643a, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Edge_3 (tls1_process_heartbeat): Full TLS heartbeat processing implementation present. Reads 2-byte big-endian payload length from wire (`v6 = v4[2] | (v4[1] << 8)`), allocates response buffer of size payload+19 via CRYPTO_malloc, sets response type byte to 2 (heartbeat_response), copies payload with `memcpy(v8+3, v4+3, v6)` using wire-provided length without validating against actual record length (Heartbleed over-read), fills padding via RAND_pseudo_bytes, and sends via ssl3_write_bytes. Also handles heartbeat response messages (type==2). Edge_1 (dtls1_process_heartbeat) shows identical DTLS variant. Edge_2 (ssl3_read_bytes gate) confirms dispatch: switch case 24 (TLS1_RT_HEARTBEAT=0x18) calls tls1_process_heartbeat(a1) directly in the SSL3 read path, proving the feature is wired end-to-end.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC523-P--4_3.1/_IPcamera-tp-link_zh-1.0.1e__TL-IPC523-P--4_3.1.BIN.extracted/libssl.so.1.0.0
155,6cb84b28480ea201a84b745b0b060ac7b772329f0130ce284b8b932e402fa508,6cb84b28,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC523-P--4_3.1,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC523-P--4_3.1/_IPcamera-tp-link_zh-1.0.1e__TL-IPC523-P--4_3.1.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, BuildID[sha1]=71cd60cb2b68f1ac4e1c243ed7dabc902ee4643a, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Edge_3 (tls1_process_heartbeat): Full TLS heartbeat processing implementation present. Reads 2-byte big-endian payload length from wire (`v6 = v4[2] | (v4[1] << 8)`), allocates response buffer of size payload+19 via CRYPTO_malloc, sets response type byte to 2 (heartbeat_response), copies payload with `memcpy(v8+3, v4+3, v6)` using wire-provided length without validating against actual record length (Heartbleed over-read), fills padding via RAND_pseudo_bytes, and sends via ssl3_write_bytes. Also handles heartbeat response messages (type==2). Edge_1 (dtls1_process_heartbeat) shows identical DTLS variant. Edge_2 (ssl3_read_bytes gate) confirms dispatch: switch case 24 (TLS1_RT_HEARTBEAT=0x18) calls tls1_process_heartbeat(a1) directly in the SSL3 read path, proving the feature is wired end-to-end.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC523-P--4_3.1/_IPcamera-tp-link_zh-1.0.1e__TL-IPC523-P--4_3.1.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
